Week 1
3,24,21,26
4,5,6,7
8,9,10,11
12,13,14,16
18,19,20,2
23,27,1,0
Week 2
2,8,25,24
3,5,9,13
6,10,14,15
7,11,16,17
18,22,23,12
21,26,27,4
Week 3
0,4,9,14
1,6,8,13
3,7,10,12
15,16,18,24
17,19,22,26
20,21,23,25
Week 4
0,5,10,16
7,9,15,24
2,6,11,18
3,17,20,1
12,19,25,27
13,22,23,26
Week 5
0,6,12,17
1,4,10,18
2,5,14,19
8,15,20,22
9,16,25,26
11,13,21,27
Week 6
0,7,8,19
1,5,11,12
2,15,17,21
3,4,16,22
6,14,20,26
23,24,25,27
Week 7
0,11,15,23
1,14,17,25
2,7,13,20
3,8,18,27
4,9,19,24
5,10,21,22
Week 8
1,19,23,8
2,9,22,27
4,13,15,25
0,5,18,26
10,17,24,16
11,12,20,21
Week 9
0,20,27,18
3,4,11,26
6,16,21,23
7,14,22,1
9,12,17,8
13,15,19,25
Week 10
2,10,25,26
3,6,19,23
4,5,17,27
11,14,22,24
7,12,13,18
8,15,16,21
Week 11
0,3,14,21
1,6,22,24
4,10,20,23
2,7,16,27
5,9,11,25
15,17,18,26
Week 12
5,8,23,17
0,2,13,24
1,12,15,26
6,9,10,27
11,16,19,20
3,7,18,14
Week 13
0,6,7,25
1,9,18,21
3,5,15,20
10,11,13,19
2,4,12,22
8,14,24,27
Week 14
4,7,21,19
0,8,22,25
5,6,12,24
9,13,17,20
1,2,3,16
14,26,10,23
