Week 1
5,34,33,3
6,9,12,27
13,14,18,32
20,21,23,24
26,30,31,10
35,0,4,16
Week 2
1,4,7,22
5,8,9,11
14,15,17,19
18,20,25,2
23,26,28,29
24,30,32,34
Week 3
1,8,0,28
2,3,10,11
7,12,13,15
16,17,21,22
19,25,6,27
29,31,33,35
Week 4
0,13,17,34
1,10,14,33
6,11,15,16
8,18,21,29
20,22,30,5
24,25,35,2
Week 5
2,12,28,31
3,9,18,22
4,10,13,21
11,23,27,7
24,26,33,19
32,34,35,8
Week 6
7,14,20,28
1,3,12,16
4,6,17,23
5,15,25,26
9,19,29,30
27,31,32,0
Week 7
0,9,15,21
1,11,24,29
5,27,16,31
3,23,25,30
4,12,26,34
7,33,6,2
Week 8
2,14,22,26
4,8,20,33
5,12,17,35
10,25,29,32
11,13,19,31
28,34,16,18
Week 9
0,10,18,19
1,9,13,20
3,6,14,21
7,8,17,24
15,22,23,32
27,28,30,35
Week 10
0,11,12,25
1,18,23,31
10,22,28,24
13,26,35,7
14,27,29,34
2,19,30,8
Week 11
3,8,15,27
4,9,14,32
5,7,19,21
11,17,20,34
0,6,22,29
16,18,30,33
Week 12
1,17,25,33
2,9,16,23
3,20,26,32
4,15,24,31
5,6,13,28
10,12,21,35
