Week 1
2,38,36,1
4,5,6,7
8,9,10,11
13,14,15,3
16,17,18,19
20,21,22,23
24,26,27,30
31,32,33,34
35,37,0,12
Week 2
10,12,34,0
1,5,11,24
2,6,14,16
7,15,17,32
20,25,36,4
19,21,26,28
23,27,29,31
30,33,35,3
37,38,13,18
Week 3
0,5,8,14
1,4,9,15
2,7,10,13
6,11,12,17
16,22,24,28
18,23,26,32
19,25,27,33
29,30,31,36
34,35,37,38
Week 4
1,6,8,19
2,4,32,30
3,9,12,31
7,16,21,25
10,15,22,26
13,17,23,24
27,28,36,11
29,33,37,20
34,35,38,5
Week 5
0,6,9,13
1,7,12,18
3,4,8,16
5,10,17,20
11,14,19,22
15,21,24,29
23,25,28,34
26,27,33,38
31,32,35,36
Week 6
0,7,11,23
1,10,14,21
2,18,22,33
3,6,20,26
4,13,19,29
8,12,24,32
9,16,27,34
17,25,30,38
28,36,37,5
Week 7
0,15,16,20
1,17,22,29
2,8,21,30
3,10,18,28
4,14,23,33
5,19,31,37
7,9,26,35
11,25,32,12
13,34,36,6
Week 8
0,18,21,27
1,16,23,30
2,9,24,31
3,29,34,28
4,22,25,35
5,15,38,11
8,13,20,33
6,10,32,37
12,14,26,36
Week 9
0,17,26,31
1,20,27,35
2,12,19,23
3,13,21,32
4,18,34,11
7,8,22,36
9,14,25,29
6,10,24,38
15,28,37,30
Week 10
0,19,24,4
1,25,26,37
2,17,28,35
7,14,20,30
8,15,18,31
12,16,29,38
3,5,23,36
9,11,21,33
13,22,27,34
Week 11
0,22,32,38
14,24,35,19
4,17,21,37
12,20,28,31
6,15,27,23
5,10,16,33
7,8,29,34
9,13,18,30
11,25,2,3
Week 12
6,18,29,35
9,19,20,32
0,2,25,15
1,7,24,33
3,8,27,37
11,16,26,31
4,14,28,38
5,12,30,22
10,17,36,21
Week 13
0,6,28,30
2,5,26,29
3,7,19,38
8,10,23,35
14,17,27,32
1,13,25,31
9,16,22,37
15,18,33,36
20,21,24,34
