Week 1
4,37,23,24
12,14,16,18
27,30,32,3
Week 2
34,35,5,31
6,11,15,17
21,25,29,33
Week 3
0,1,2,36
38,8,9,10
13,19,22,28
Week 4
38,7,25,4
6,9,37,12
20,26,29,5
Week 5
1,16,22,31
34,36,10,14
27,28,15,33
Week 6
13,17,30,24
3,18,20,21
23,26,32,2
Week 7
0,32,35,7
8,11,16,19
23,28,30,31
Week 8
33,8,12,24
34,1,13,18
35,10,29,4
Week 9
3,38,6,19
37,7,11,20
9,22,25,26
Week 10
0,3,5,9
2,38,14,15
36,17,21,27
Week 11
34,4,6,30
37,8,17,22
19,29,31,0
Week 12
1,5,11,27
2,7,12,21
36,15,16,32
Week 13
33,13,20,23
35,14,25,28
10,18,24,26
