Week 1
3,4,21,32
5,6,9,10
11,12,13,38
16,18,34,24
23,26,27,0
30,31,33,14
35,37,1,20
Week 2
7,0,4,36
1,10,11,26
14,15,16,38
17,19,20,22
24,25,28,29
30,2,8,34
32,33,39,5
Week 3
8,37,4,33
7,9,12,39
10,13,15,17
16,19,23,25
18,27,28,36
21,29,31,35
2,3,6,22
Week 4
17,36,29,3
1,2,9,13
5,18,23,37
7,8,24,32
21,22,25,26
27,34,12,20
35,39,0,6
Week 5
2,10,12,18
8,14,17,27
6,7,11,15
19,21,24,30
20,23,28,31
25,36,38,5
29,32,34,37
Week 6
11,16,31,3
1,7,14,18
13,19,26,39
4,17,23,30
15,20,25,32
22,28,33,35
37,38,0,9
Week 7
0,14,19,34
1,5,15,22
2,4,24,31
3,9,27,30
6,13,16,28
26,29,33,38
35,36,39,10
Week 8
21,23,38,39
2,11,17,25
7,16,22,27
4,5,26,28
8,9,15,18
12,24,35,3
30,36,1,6
Week 9
0,8,13,21
1,12,16,29
3,10,20,33
4,19,27,38
14,22,23,32
5,17,31,34
30,37,39,11
Week 10
0,15,24,33
2,14,20,26
6,18,19,29
7,10,21,28
8,12,25,31
9,11,32,35
13,34,36,37
