Week 1
3,4,37,24
12,14,16,18
23,27,30,32
Week 2
36,35,22,8
9,13,20,26
28,31,34,2
Week 3
6,39,7,29
38,10,11,40
17,21,25,0
Week 4
0,33,1,3
36,40,41,29
15,19,20,5
Week 5
10,13,17,24
4,16,19,2
21,22,28,32
Week 6
33,35,37,5
7,8,12,15
9,18,30,31
Week 7
6,38,23,26
39,41,11,14
25,27,1,34
Week 8
7,10,14,31
8,11,21,30
12,22,25,9
Week 9
0,32,35,38
1,40,15,18
6,41,24,27
Week 10
34,3,5,39
4,36,20,23
37,16,17,29
Week 11
33,2,39,15
1,13,14,19
18,24,26,28
Week 12
33,34,4,8
35,41,7,17
37,36,6,19
Week 13
2,40,9,21
10,23,25,28
22,26,27,31
Week 14
32,5,11,12
0,13,16,30
3,38,20,29
