Week 1
3,4,37,24
35,38,6,12
45,14,16,18
23,27,30,32
Week 2
39,7,25,26
8,42,43,46
47,17,20,22
28,31,2,36
Week 3
0,33,34,1
5,40,41,10
11,9,13,44
15,19,21,29
Week 4
34,37,40,43
41,11,45,2
46,13,18,22
24,26,27,28
Week 5
4,36,5,21
39,8,9,23
12,47,15,33
25,30,31,0
Week 6
1,35,7,19
3,6,10,42
38,44,14,17
16,20,29,32
Week 7
1,36,37,44
35,13,14,15
16,17,27,31
18,19,20,28
Week 8
0,32,38,40
33,6,41,46
42,11,7,22
43,45,39,24
Week 9
2,3,5,8
4,34,9,10
12,26,29,30
47,21,23,25
