Week 1
3,32,10,36
4,5,6,8
9,11,12,0
13,14,16,18
19,20,21,23
24,26,27,30
31,33,34,1
35,37,38,2
Week 2
9,33,38,5
1,10,14,39
2,11,15,16
3,17,19,22
20,24,25,28
23,26,29,32
35,0,4,30
34,36,37,7
Week 3
0,6,10,13
2,4,12,14
7,8,11,17
15,18,20,22
16,21,24,29
23,25,27,31
26,28,33,36
30,34,38,39
Week 4
5,12,15,35
1,4,13,17
2,6,7,18
3,8,9,21
10,19,25,26
22,23,28,34
27,29,36,39
31,32,37,0
Week 5
1,6,9,15
3,5,7,13
8,12,16,19
11,14,20,27
17,18,21,25
22,24,31,38
28,29,30,37
32,33,35,39
