Week 1
38,9,36,2
0,5,4,32
8,11,37,16
12,13,14,10
17,18,19,20
21,22,23,24
26,27,30,31
34,35,6,7
39,1,3,33
Week 2
9,0,37,12
5,10,24,20
2,11,14,34
3,16,17,31
19,22,25,26
23,28,35,1
29,30,32,13
33,36,6,15
38,39,4,27
Week 3
5,8,14,39
2,4,10,15
9,13,17,35
11,18,32,7
16,20,21,25
22,27,29,33
23,26,36,12
24,28,37,6
30,38,0,34
Week 4
0,6,10,16
1,4,8,17
2,18,29,23
3,7,13,19
15,20,22,39
21,26,28,9
25,31,35,33
24,27,32,12
34,36,37,5
Week 5
0,15,21,35
1,6,12,19
2,8,13,20
3,4,11,22
5,17,23,29
9,14,24,25
10,18,27,34
28,31,32,38
30,36,37,7
Week 6
0,11,13,23
1,7,9,16
3,5,21,27
14,18,26,15
6,25,37,4
17,22,28,30
19,29,31,8
20,33,38,12
32,35,36,39
Week 7
0,17,24,26
1,11,15,27
2,7,22,31
3,6,18,23
5,16,19,28
8,21,30,33
9,20,29,34
10,25,36,39
35,37,38,14
Week 8
1,14,21,31
2,12,17,25
3,8,24,35
4,13,27,36
5,11,26,33
7,10,23,30
9,15,19,32
16,18,22,38
28,29,34,39
Week 9
0,18,25,28
1,20,26,37
2,16,24,33
3,10,29,38
4,19,21,34
5,15,31,13
7,14,17,27
6,8,22,32
11,30,39,12
Week 10
0,19,33,39
1,18,24,36
2,21,32,37
3,14,20,30
4,16,29,35
6,26,38,13
7,8,12,28
9,10,11,31
15,23,25,34
