Week 1
3,4,27,24
37,35,38,6
12,14,16,18
23,30,32,33
Week 2
0,1,34,36
40,10,43,28
11,42,20,21
22,26,29,7
Week 3
2,5,38,13
39,8,41,9
7,15,17,25
18,19,31,33
Week 4
35,5,39,25
36,40,11,14
10,20,22,23
24,30,31,34
Week 5
1,2,3,37
4,8,42,43
9,12,13,21
41,15,16,28
Week 6
32,2,6,27
3,40,42,12
37,17,19,26
25,29,30,0
Week 7
0,33,39,10
1,32,5,41
4,38,7,21
6,43,13,22
Week 8
11,15,24,26
35,14,17,23
16,27,31,8
18,28,29,34
Week 9
2,35,36,8
37,9,42,16
38,11,19,22
6,20,24,29
Week 10
0,3,41,7
33,34,40,9
36,39,12,23
13,25,28,31
Week 11
32,10,14,15
1,4,17,18
5,43,19,20
21,26,27,30
