Week 1
30,3,12,21
13,14,16,5
18,20,23,4
24,27,31,6
Week 2
2,7,25,29
8,9,10,11
15,17,19,22
26,28,0,1
Week 3
0,12,23,31
6,9,15,4
10,20,26,27
29,30,8,14
Week 4
1,3,11,13
2,16,21,22
7,18,19,24
25,28,5,17
Week 5
0,9,13,17
1,4,10,14
2,15,18,26
24,27,28,29
Week 6
3,7,8,16
5,11,12,19
6,22,30,23
21,25,31,20
Week 7
0,5,15,21
9,23,24,26
8,12,25,27
28,30,31,4
Week 8
1,6,16,18
2,3,10,19
7,11,14,17
13,20,22,29
Week 9
0,6,10,29
1,15,30,7
4,13,21,8
9,12,14,18
Week 10
2,20,24,5
3,17,26,31
22,27,11,25
19,28,16,23
Week 11
1,12,17,29
3,18,22,31
4,11,16,26
5,23,27,30
Week 12
0,14,19,20
2,6,8,13
10,15,25,24
9,21,28,7
