Week 1
5,38,16,37
12,13,14,31
18,20,21,0
23,24,27,30
32,33,35,6
40,41,3,4
Week 2
2,3,7,31
8,9,10,11
12,15,17,18
13,19,22,25
26,28,29,30
34,36,39,1
Week 3
6,9,37,41
10,16,17,39
11,21,22,23
24,25,26,32
29,34,35,2
38,40,0,7
Week 4
8,14,40,39
2,4,11,15
3,16,19,27
5,17,20,28
29,33,36,0
30,31,41,1
Week 5
4,6,10,36
5,7,9,12
13,15,20,23
14,19,21,24
22,26,27,33
28,32,37,1
Week 6
3,8,12,21
5,10,13,18
7,15,22,29
9,25,30,33
31,32,34,38
35,36,37,40
Week 7
0,11,16,24
1,17,19,23
2,8,18,25
4,14,20,26
6,27,28,34
35,38,39,41
