Week 1
1,3,4,21
5,6,9,10
12,13,14,16
18,20,23,0
Week 2
6,7,13,19
3,9,11,17
15,0,2,8
14,20,21,22
Week 3
1,5,8,19
7,10,11,2
12,15,18,22
16,17,23,4
Week 4
0,5,12,19
1,6,14,15
2,4,22,23
7,8,18,21
Week 5
0,9,13,18
3,5,14,4
6,12,20,17
10,11,16,22
Week 6
7,9,16,15
2,3,10,20
8,11,1,13
17,19,21,23
Week 7
10,12,17,15
2,11,18,19
13,22,23,1
16,20,21,8
Week 8
3,6,19,22
5,13,21,10
2,9,14,17
7,16,4,0
Week 9
0,14,3,7
5,15,23,11
4,6,8,18
1,9,12,20
Week 10
6,11,21,0
3,7,12,23
4,9,15,19
2,5,16,1
Week 11
7,17,20,1
3,16,18,13
8,10,14,23
2,5,6,22
Week 12
0,8,17,22
10,14,18,19
9,11,12,21
4,13,15,20
