Week 1
4,5,20,3
12,14,16,18
21,23,24,6
Week 2
0,1,7,8
9,10,11,13
15,17,19,25
Week 3
2,3,21,16
14,22,8,4
18,24,20,12
Week 4
0,2,6,9
1,10,15,22
13,17,19,23
Week 5
2,5,7,19
6,12,17,11
9,18,25,22
Week 6
0,3,23,15
7,13,25,14
8,24,16,11
Week 7
1,4,16,25
5,10,14,21
6,15,20,22
Week 8
1,2,18,23
3,7,10,19
5,8,9,12
Week 9
0,4,10,12
11,14,15,24
13,17,20,21
Week 10
9,16,20,7
5,22,23,11
6,8,13,3
Week 11
1,6,14,19
2,4,17,24
0,18,21,25
Week 12
0,16,19,22
3,10,17,18
11,15,20,21
Week 13
1,5,13,24
4,7,9,23
2,8,12,25
