Week 1
4,5,40,44
6,12,13,14
16,18,20,21
23,24,26,27
30,31,32,33
35,37,38,0
43,45,3,41
Week 2
2,7,38,47
9,10,11,42
15,17,19,21
22,23,25,28
27,29,34,35
36,39,41,1
46,48,8,5
Week 3
3,8,12,44
4,7,9,15
10,16,24,25
11,18,26,28
20,30,34,39
31,40,43,47
32,45,48,2
Week 4
0,1,6,8
9,13,17,22
10,14,15,23
19,24,29,31
21,25,33,34
36,37,42,43
38,40,45,46
Week 5
0,11,13,39
1,4,12,16
5,17,18,27
19,20,22,26
28,29,32,36
35,42,44,2
37,41,46,47
Week 6
0,7,12,17
1,3,9,14
2,6,15,18
5,11,19,23
20,24,33,40
21,26,29,30
25,41,44,48
Week 7
3,6,7,10
4,8,13,27
14,16,22,30
28,31,34,37
32,35,43,46
33,36,45,47
38,39,42,48
