Week 1
3,4,26,24
6,12,13,14
16,18,21,31
27,0,5,20
30,32,33,23
Week 2
1,2,33,0
3,8,9,10
11,16,17,34
19,20,22,25
28,29,7,15
Week 3
2,4,6,8
7,12,10,30
14,17,21,5
23,24,25,9
26,27,31,32
Week 4
1,5,8,11
9,13,15,18
16,19,23,28
17,22,24,29
21,25,32,34
Week 5
1,3,6,15
2,12,19,26
4,7,14,20
27,28,30,34
29,31,33,22
Week 6
0,6,11,21
2,3,13,16
5,10,15,25
8,12,17,18
14,29,32,9
Week 7
0,19,4,30
18,22,27,7
11,23,31,10
20,34,1,13
24,28,33,26
Week 8
12,20,32,11
1,9,17,19
2,5,18,23
4,21,24,15
25,26,29,0
Week 9
3,21,22,30
6,10,16,24
8,13,33,27
14,25,28,31
26,34,23,7
Week 10
0,8,16,22
1,10,28,32
3,11,19,27
6,7,17,33
4,9,31,34
Week 11
1,12,21,27
2,10,20,29
13,24,31,30
8,14,15,26
4,18,32,5
Week 12
0,14,18,33
2,22,34,15
3,17,20,23
5,9,16,30
13,25,28,11
Week 13
29,30,11,15
6,19,31,20
7,12,16,25
14,24,1,18
0,10,17,13
Week 14
2,9,21,28
4,23,29,27
5,6,22,26
7,8,19,32
3,33,34,12
