Week 1
5,0,46,4
7,9,2,23
8,10,1,31
12,13,14,15
16,17,18,19
20,21,22,45
24,26,27,30
32,33,34,6
35,36,37,3
39,40,41,42
44,43,38,11
Week 2
45,8,14,32
5,9,13,42
3,6,10,41
7,11,16,40
17,20,24,25
18,21,26,28
19,22,27,29
23,31,36,15
38,39,43,4
34,44,47,2
46,1,12,30
Week 3
9,14,46,18
5,10,16,47
8,17,44,42
7,12,20,0
11,19,21,24
22,25,31,13
23,27,28,32
29,30,33,35
34,36,41,43
37,38,45,1
4,6,26,40
Week 4
15,43,45,5
6,9,0,8
2,4,10,17
3,11,12,22
13,16,20,26
19,23,25,33
21,27,31,35
24,28,29,34
30,37,39,44
36,38,40,46
41,47,1,18
Week 5
6,11,20,46
7,14,4,44
3,13,19,47
5,12,21,8
15,22,24,39
10,23,26,29
16,25,27,36
28,30,43,9
32,35,41,17
31,33,37,42
45,0,2,40
Week 6
7,34,30,45
1,14,17,22
2,6,15,19
3,5,18,23
4,16,24,31
9,20,27,33
25,28,39,46
26,32,36,42
29,38,41,13
37,43,0,10
40,44,47,35
Week 7
16,28,0,14
1,7,19,26
11,18,25,36
3,8,20,29
4,15,21,30
5,27,34,37
9,17,31,47
10,22,32,38
13,33,39,2
35,42,43,12
41,44,45,46
Week 8
0,17,23,34
1,11,13,27
2,12,24,32
3,7,21,25
5,19,28,31
6,16,22,30
8,18,33,38
10,15,35,40
14,26,37,41
29,36,39,45
42,43,46,47
Week 9
0,18,24,35
1,15,20,28
2,16,21,29
3,9,26,45
4,11,23,37
5,25,30,32
6,12,31,39
17,33,40,43
8,19,36,44
10,14,42,34
46,47,7,38
Week 10
0,19,30,42
1,21,32,40
2,20,31,41
3,15,27,44
4,18,22,34
5,11,29,17
6,23,24,38
7,28,36,13
8,25,37,47
10,12,33,45
14,35,39,9
Week 11
0,21,33,41
1,23,35,45
2,22,28,38
3,16,46,34
4,25,29,9
12,19,37,40
11,14,30,47
6,7,27,42
8,13,24,43
15,17,26,39
18,20,44,32
Week 12
0,22,36,47
1,24,33,44
2,26,35,46
7,29,31,43
8,16,23,41
10,18,27,39
12,25,34,38
3,4,28,42
5,14,20,40
6,13,21,37
9,11,15,32
