Week 1
3,40,34,45
4,6,9,43
11,12,13,1
14,16,18,19
20,21,23,24
26,27,30,31
32,33,35,2
37,38,41,0
42,44,10,5
Week 2
45,2,25,39
11,14,8,47
3,9,12,15
16,17,20,22
18,21,26,7
24,27,28,29
30,32,36,38
31,34,42,6
43,1,5,46
Week 3
46,37,28,44
5,11,15,17
6,8,12,18
13,14,20,25
19,22,23,26
27,32,39,7
30,33,40,4
29,34,36,41
35,47,0,10
Week 4
0,8,28,40
1,4,16,45
2,7,17,19
3,10,21,22
23,25,31,9
24,33,36,37
29,35,38,39
41,42,46,13
43,44,47,15
Week 5
0,5,36,39
4,8,20,46
3,6,13,17
9,19,21,27
15,22,24,25
23,29,30,43
26,28,35,12
31,33,41,45
40,47,16,2
Week 6
6,20,26,37
1,9,10,14
2,5,18,22
3,7,11,16
17,23,32,41
24,30,34,44
25,29,42,0
28,31,38,43
36,45,46,47
Week 7
11,18,20,44
3,4,14,27
7,9,22,28
8,10,15,19
12,17,21,30
13,16,31,32
33,34,38,46
35,36,40,43
37,39,42,1
Week 8
0,11,19,24
1,6,21,29
2,10,23,27
4,12,25,32
5,13,26,33
7,14,15,34
8,35,37,45
18,38,42,47
39,40,41,44
