Week 1
38,0,32,35
6,39,24,40
8,9,10,33
13,14,16,37
18,19,20,21
23,26,27,36
30,31,4,5
34,1,3,12
41,2,11,7
Week 2
4,8,12,32
7,9,13,34
2,10,14,36
3,11,17,18
20,22,23,25
21,24,28,29
26,30,38,1
27,31,35,40
33,37,0,15
Week 3
9,15,40,30
4,11,13,39
3,8,16,38
7,10,12,17
18,22,24,36
19,23,28,32
21,25,26,35
29,34,0,2
37,41,5,6
Week 4
10,18,27,41
14,17,39,38
2,5,12,19
3,7,15,20
11,16,21,22
25,28,30,0
26,29,31,37
33,34,35,6
36,40,4,1
Week 5
0,14,19,41
1,5,8,20
2,6,9,17
3,4,10,21
12,15,22,26
13,23,29,30
16,24,25,31
27,28,33,39
32,36,37,11
Week 6
6,12,21,38
3,5,13,22
7,8,14,18
9,16,19,27
10,20,24,32
15,17,23,31
25,29,33,1
28,34,37,40
35,36,39,41
Week 7
0,7,16,23
1,11,15,24
2,8,22,27
4,9,18,25
5,14,26,28
6,13,19,31
17,20,29,35
30,32,34,39
33,38,40,41
