Week 1
4,5,27,38
14,16,18,35
20,21,23,24
30,31,32,6
33,3,12,37
Week 2
2,28,26,39
8,10,11,34
13,15,17,19
22,25,0,7
29,36,9,1
Week 3
4,10,13,28
2,6,11,14
7,15,16,20
21,22,30,33
26,34,36,0
Week 4
12,38,24,29
9,17,32,35
23,25,27,3
31,8,37,1
39,5,19,18
Week 5
5,8,21,36
6,7,10,12
11,17,23,28
18,24,25,30
27,29,32,2
Week 6
3,9,14,39
4,15,22,37
13,16,26,31
19,20,33,34
35,38,0,1
Week 7
1,5,10,14
2,16,17,22
6,20,25,29
7,23,26,30
24,28,31,34
Week 8
8,15,18,38
3,11,21,35
4,9,12,19
27,33,36,13
32,37,39,0
Week 9
1,11,16,27
3,17,26,29
4,18,23,31
5,12,22,32
30,34,38,39
Week 10
0,6,19,21
2,9,13,20
7,8,14,24
10,15,25,33
28,35,36,37
