Week 1
3,18,41,43
5,6,8,38
9,10,11,12
13,14,16,42
19,20,21,23
24,26,27,30
31,32,33,34
35,37,40,4
44,0,1,2
Week 2
7,9,34,37
5,10,14,15
6,11,17,18
8,12,19,22
20,24,25,28
21,26,29,31
23,27,32,35
30,33,36,0
39,41,42,4
Week 3
0,5,11,13
1,4,10,16
2,6,7,12
3,15,17,19
18,20,22,26
23,24,29,33
25,31,36,38
28,32,39,40
34,42,43,44
Week 4
6,9,13,44
2,8,10,17
3,7,11,14
15,16,20,27
19,25,29,30
21,22,28,33
31,35,39,43
32,36,37,41
38,40,42,1
Week 5
0,8,14,21
1,5,7,17
2,4,13,15
3,9,16,22
12,18,23,25
24,34,35,36
26,28,37,43
27,29,38,39
30,40,41,44
