Week 1
1,2,3,24
4,5,6,7
8,9,10,11
12,13,14,16
17,18,19,20
21,23,26,0
Week 2
8,23,24,7
2,5,9,13
3,6,10,14
11,15,16,18
17,22,25,0
19,26,4,12
Week 3
15,0,5,26
1,6,8,16
2,11,12,17
3,9,18,21
14,22,24,20
19,23,25,10
Week 4
1,4,9,14
2,6,15,23
3,5,8,20
7,10,12,21
11,13,22,26
16,24,25,19
Week 5
0,6,18,24
1,5,12,19
2,10,16,26
7,8,13,17
14,15,21,25
20,22,11,4
Week 6
0,7,9,19
1,13,18,26
2,8,21,22
3,4,11,23
6,12,20,25
15,17,24,10
Week 7
0,13,20,10
3,16,19,22
5,14,18,23
1,7,11,25
6,9,17,26
4,8,15,21
Week 8
1,15,20,23
2,7,14,26
5,16,17,21
3,4,13,24
9,12,18,22
0,8,11,25
Week 9
2,4,18,25
0,1,14,17
3,7,12,15
6,13,21,19
5,10,22,24
20,16,9,23
