Week 1
1,3,4,10
5,6,9,13
12,14,16,0
Week 2
2,5,7,14
6,8,11,12
9,15,17,0
Week 3
2,8,10,17
3,7,11,4
15,16,1,13
Week 4
0,10,11,14
2,3,6,16
1,5,8,12
Week 5
0,6,13,15
2,4,9,12
1,7,14,17
Week 6
7,8,9,16
3,5,10,15
4,11,13,17
Week 7
0,2,17,1
5,13,16,8
6,10,14,15
Week 8
0,3,9,12
2,7,11,15
4,6,16,17
Week 9
3,4,8,14
7,10,12,13
1,5,9,11
Week 10
0,1,10,16
3,5,6,17
4,8,9,15
Week 11
2,4,5,14
9,10,11,16
1,7,12,13
Week 12
0,6,7,8
12,15,14,17
11,13,3,2
Week 13
1,2,6,9
0,4,5,7
3,12,15,16
Week 14
5,10,12,17
8,9,13,14
6,7,11,16
Week 15
2,10,0,8
1,11,15,4
3,14,17,13
