Week 1
0,1,2,3
4,5,6,7
8,9,10,11
12,13,14,16
18,19,20,21
23,24,26,27
Week 2
8,12,4,21
5,10,13,25
7,11,14,29
3,15,17,20
22,24,27,2
26,28,0,1
Week 3
0,5,14,27
2,4,10,29
6,8,13,17
12,18,22,23
16,19,24,28
25,26,9,15
Week 4
0,6,11,15
1,4,9,16
3,5,12,19
7,17,18,24
20,23,25,28
21,22,26,29
Week 5
14,18,17,6
2,8,16,20
3,7,9,13
10,19,22,1
11,15,21,23
25,27,28,29
Week 6
2,5,17,21
4,11,13,18
9,12,20,29
7,10,16,23
14,15,19,25
22,27,28,6
Week 7
0,7,20,26
1,8,21,27
2,9,18,25
3,4,14,24
5,11,16,29
10,12,17,28
Week 8
0,10,18,27
1,7,12,15
3,6,23,29
5,8,19,26
9,11,17,22
13,21,24,25
Week 9
0,13,19,23
1,20,24,29
2,6,10,26
3,7,8,22
4,16,17,25
5,14,15,28
Week 10
3,16,18,26
0,4,21,28
1,11,19,27
2,13,15,22
8,9,14,23
6,12,20,24
Week 11
8,15,18,29
0,6,16,22
1,3,10,25
2,4,19,23
5,9,24,26
7,13,20,21
Week 12
4,5,20,22
1,14,17,23
2,7,12,27
8,11,24,28
6,13,19,29
16,18,21,25
Week 13
9,15,16,27
10,14,21,29
12,25,0,8
3,13,18,28
7,17,19,26
4,22,24,11
Week 14
3,11,20,27
0,9,29,17
4,15,26,23
5,6,18,1
10,12,14,22
8,19,28,2
Week 15
6,9,21,28
0,10,15,24
13,17,27,12
2,14,20,26
1,7,11,25
3,16,23,5
