Week 1
0,1,2,3
4,5,6,9
10,11,12,13
14,16,18,19
Week 2
0,4,8,13
1,6,10,14
3,11,15,16
12,17,18,7
Week 3
0,5,10,15
1,4,11,17
2,7,9,16
3,8,19,14
Week 4
0,6,12,16
2,4,10,18
5,7,13,19
8,9,15,17
Week 5
1,5,8,12
2,6,19,17
3,9,18,13
14,15,7,11
